

*******************************************************************************
Ephemeris / WWW_USER Thu Dec 21 08:33:27 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Venus (299)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2022-Dec-01 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2459914.500000000, A.D. 2022-Dec-01 00:00:00.0000,  1.458331554357988E+06, -1.086637570022961E+08, -1.623921114352450E+06,  3.477482537000687E+01,  7.638669503523937E-01, -1.995727948137922E+00,
2459915.500000000, A.D. 2022-Dec-02 00:00:00.0000,  4.461407941982477E+06, -1.085559241569297E+08, -1.795692910639614E+06,  3.473637498853014E+01,  1.732044292381473E+00, -1.980216884379626E+00,
2459916.500000000, A.D. 2022-Dec-03 00:00:00.0000,  7.460007801572000E+06, -1.083645082081518E+08, -1.966058863473222E+06,  3.467121168769866E+01,  2.698539085595938E+00, -1.963187506413111E+00,
2459917.500000000, A.D. 2022-Dec-04 00:00:00.0000,  1.045182591911884E+07, -1.080896860964598E+08, -2.134888384440191E+06,  3.457940311363418E+01,  3.662621001221318E+00, -1.944653744107963E+00,
2459918.500000000, A.D. 2022-Dec-05 00:00:00.0000,  1.343456376425507E+07, -1.077316977472183E+08, -2.302052135498501E+06,  3.446103631623101E+01,  4.623562466767762E+00, -1.924630609212503E+00,
2459919.500000000, A.D. 2022-Dec-06 00:00:00.0000,  1.640593116195250E+07, -1.072908458113883E+08, -2.467422121884562E+06,  3.431621763658653E+01,  5.580639154316168E+00, -1.903134182137195E+00,
2459920.500000000, A.D. 2022-Dec-07 00:00:00.0000,  1.936364795403769E+07, -1.067674953642721E+08, -2.630871783855006E+06,  3.414507258384315E+01,  6.533130464070810E+00, -1.880181598194968E+00,
2459921.500000000, A.D. 2022-Dec-08 00:00:00.0000,  2.230544564961450E+07, -1.061620735626893E+08, -2.792276087216564E+06,  3.394774570159555E+01,  7.480320003038294E+00, -1.855791033306706E+00,
2459922.500000000, A.D. 2022-Dec-09 00:00:00.0000,  2.522906906350306E+07, -1.054750692610095E+08, -2.951511612598658E+06,  3.372440042414740E+01,  8.421496058714959E+00, -1.829981689195482E+00,
2459923.500000000, A.D. 2022-Dec-10 00:00:00.0000,  2.813227794182509E+07, -1.047070325864771E+08, -3.108456643424593E+06,  3.347521892272020E+01,  9.355952067683280E+00, -1.802773778070038E+00,
